Código Departamento,Nombre Departamento,Código Municipio,Nombre Municipio,Tipo: Municipio / Isla / Área no municipalizada,longitud,Latitud
76,VALLE DEL CAUCA,76670,SAN PEDRO,Municipio,"-76,228692","3,995073"
76,VALLE DEL CAUCA,76736,SEVILLA,Municipio,"-75,931629","4,270714"
76,VALLE DEL CAUCA,76823,TORO,Municipio,"-76,076859","4,608085"
76,VALLE DEL CAUCA,76828,TRUJILLO,Municipio,"-76,318818","4,212037"
76,VALLE DEL CAUCA,76834,TULUÁ,Municipio,"-76,197731","4,085399"
76,VALLE DEL CAUCA,76845,ULLOA,Municipio,"-75,737808","4,703623"
76,VALLE DEL CAUCA,76863,VERSALLES,Municipio,"-76,199203","4,575019"
76,VALLE DEL CAUCA,76869,VIJES,Municipio,"-76,441804","3,698686"
76,VALLE DEL CAUCA,76890,YOTOCO,Municipio,"-76,382698","3,861241"
76,VALLE DEL CAUCA,76892,YUMBO,Municipio,"-76,499893","3,540097"
76,VALLE DEL CAUCA,76895,ZARZAL,Municipio,"-76,070795","4,392658"
81,ARAUCA,81001,ARAUCA,Municipio,"-70,747408","7,072726"
81,ARAUCA,81065,ARAUQUITA,Municipio,"-71,426733","7,02702"
81,ARAUCA,81220,CRAVO NORTE,Municipio,"-70,204286","6,303913"
81,ARAUCA,81300,FORTUL,Municipio,"-71,76877","6,796695"
81,ARAUCA,81591,PUERTO RONDÓN,Municipio,"-71,10339","6,281461"
81,ARAUCA,81736,SARAVENA,Municipio,"-71,872812","6,953926"
81,ARAUCA,81794,TAME,Municipio,"-71,754427","6,453324"
85,CASANARE,85001,YOPAL,Municipio,"-72,396132","5,327102"
85,CASANARE,85010,AGUAZUL,Municipio,"-72,546838","5,172641"
85,CASANARE,85015,CHÁMEZA,Municipio,"-72,87016","5,214527"
85,CASANARE,85125,HATO COROZAL,Municipio,"-71,764213","6,154099"
85,CASANARE,85136,LA SALINA,Municipio,"-72,334978","6,127762"
85,CASANARE,85139,MANÍ,Municipio,"-72,281384","4,81681"
85,CASANARE,85162,MONTERREY,Municipio,"-72,894065","4,877017"
85,CASANARE,85225,NUNCHÍA,Municipio,"-72,195323","5,636474"
85,CASANARE,85230,OROCUÉ,Municipio,"-71,338533","4,790258"
85,CASANARE,85250,PAZ DE ARIPORO,Municipio,"-71,890348","5,879827"
85,CASANARE,85263,PORE,Municipio,"-71,99286","5,72773"
85,CASANARE,85279,RECETOR,Municipio,"-72,760991","5,229181"
85,CASANARE,85300,SABANALARGA,Municipio,"-73,038696","4,854787"
85,CASANARE,85315,SÁCAMA,Municipio,"-72,250157","6,096738"
85,CASANARE,85325,SAN LUIS DE PALENQUE,Municipio,"-71,732198","5,422397"
85,CASANARE,85400,TÁMARA,Municipio,"-72,16165","5,829543"
85,CASANARE,85410,TAURAMENA,Municipio,"-72,74662","5,018977"
85,CASANARE,85430,TRINIDAD,Municipio,"-71,662812","5,412178"
85,CASANARE,85440,VILLANUEVA,Municipio,"-72,927797","4,61035"
86,PUTUMAYO,86001,MOCOA,Municipio,"-76,654238","1,151172"
86,PUTUMAYO,86219,COLÓN,Municipio,"-76,972566","1,190133"
86,PUTUMAYO,86320,ORITO,Municipio,"-76,873276","0,663593"
86,PUTUMAYO,86568,PUERTO ASÍS,Municipio,"-76,496887","0,505627"
86,PUTUMAYO,86569,PUERTO CAICEDO,Municipio,"-76,606118","0,687784"
86,PUTUMAYO,86571,PUERTO GUZMÁN,Municipio,"-76,407663","0,962854"
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,Municipio,"-74,781842","-0,192318"
86,PUTUMAYO,86749,SIBUNDOY,Municipio,"-76,917814","1,20026"
86,PUTUMAYO,86755,SAN FRANCISCO,Municipio,"-76,879283","1,174194"
86,PUTUMAYO,86757,SAN MIGUEL,Municipio,"-76,91217","0,34346"
86,PUTUMAYO,86760,SANTIAGO,Municipio,"-77,002641","1,147076"
86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,Municipio,"-76,906751","0,423506"
86,PUTUMAYO,86885,VILLAGARZÓN,Municipio,"-76,61721","1,028821"
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,Isla,"-81,707181","12,578108"
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,Municipio,"-81,368386","13,373185"
91,AMAZONAS,91001,LETICIA,Municipio,"-69,941721","-4,19895"
91,AMAZONAS,91263,EL ENCANTO,Área no municipalizada,"-73,207114","-1,74806"
91,AMAZONAS,91405,LA CHORRERA,Área no municipalizada,"-72,791889","-1,442617"
91,AMAZONAS,91407,LA PEDRERA,Área no municipalizada,"-69,585499","-1,320301"
91,AMAZONAS,91430,LA VICTORIA,Área no municipalizada,"-71,223208","0,054936"
91,AMAZONAS,91460,MIRITÍ - PARANÁ,Área no municipalizada,"-70,98893","-0,888833"
91,AMAZONAS,91530,PUERTO ALEGRÍA,Área no municipalizada,"-74,014461","-1,005674"
91,AMAZONAS,91536,PUERTO ARICA,Área no municipalizada,"-71,752186","-2,147039"
91,AMAZONAS,91540,PUERTO NARIÑO,Municipio,"-70,364937","-3,779934"
91,AMAZONAS,91669,PUERTO SANTANDER,Área no municipalizada,"-72,384213","-0,621184"
91,AMAZONAS,91798,TARAPACÁ,Área no municipalizada,"-69,741745","-2,890126"
94,GUAINÍA,94001,INÍRIDA,Municipio,"-67,918613","3,866764"
94,GUAINÍA,94343,BARRANCOMINAS,Municipio,"-69,814066","3,494178"
94,GUAINÍA,94883,SAN FELIPE,Área no municipalizada,"-67,067848","1,912495"
94,GUAINÍA,94884,PUERTO COLOMBIA,Área no municipalizada,"-67,566774","2,726438"
94,GUAINÍA,94885,LA GUADALUPE,Área no municipalizada,"-66,963692","1,632464"
94,GUAINÍA,94886,CACAHUAL,Área no municipalizada,"-67,413312","3,52617"
94,GUAINÍA,94887,PANA PANA,Área no municipalizada,"-69,0099","1,865668"
94,GUAINÍA,94888,MORICHAL,Área no municipalizada,"-69,919404","2,265132"
95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,Municipio,"-72,639254","2,565932"
95,GUAVIARE,95015,CALAMAR,Municipio,"-72,655197","1,960982"
95,GUAVIARE,95025,EL RETORNO,Municipio,"-72,627304","2,330164"
95,GUAVIARE,95200,MIRAFLORES,Municipio,"-71,950416","1,337539"
97,VAUPÉS,97001,MITÚ,Municipio,"-70,232641","1,253151"
97,VAUPÉS,97161,CARURÚ,Municipio,"-71,30221","1,016116"
97,VAUPÉS,97511,PACOA,Área no municipalizada,"-71,004339","0,020698"
97,VAUPÉS,97666,TARAIRA,Municipio,"-69,635497","-0,564984"
97,VAUPÉS,97777,PAPUNAHUA,Área no municipalizada,"-70,76091","1,908124"
97,VAUPÉS,97889,YAVARATÉ,Área no municipalizada,"-69,203337","0,609142"
99,VICHADA,99001,PUERTO CARREÑO,Municipio,"-67,487095","6,186636"
99,VICHADA,99524,LA PRIMAVERA,Municipio,"-70,410515","5,486309"
99,VICHADA,99624,SANTA ROSALÍA,Municipio,"-70,859499","5,136393"
99,VICHADA,99773,CUMARIBO,Municipio,"-69,795533","4,446352"
